QuestionId,ConstructId,ConstructName,SubjectId,SubjectName,CorrectAnswer,QuestionText,AnswerAText,AnswerBText,AnswerCText,AnswerDText,MisconceptionAId,MisconceptionBId,MisconceptionCId,MisconceptionDId,source,MisconceptionAName,MisconceptionBName,MisconceptionCName,MisconceptionDName,OriginalQuestionId
eedi_1787,,Given a situation sketch an appropriate real life graph,,Real Life Graphs,B,"Sarah was trying to study but her phone kept buzzing with notifications, causing her concentration to fade and then a sudden drop in focus.

Which of the following sketches best shows Sarah's concentration over time?",![This graph shows concentration starting high and gradually decreasing smoothly over time.](),"![This graph shows concentration starting high, maintaining a steady level, followed by a sudden drop to 0 and staying there for the rest of the period.]()","![This graph shows concentration fluctuating, dipping down periodically, but never reaching 0.]()","![This graph shows concentration starting low, increasing steadily, and then dropping sharply without any prior increase.]()",,,,,gpt-4o-mini,Assumes that concentration can decrease without any external interruptions.,Incorrectly suggests that concentration will suddenly drop to zero and remain there due to distractions.,Incorrectly believes that notifications can disrupt concentration without a significant drop.,"Confuses the sequence of events, thinking concentration can only increase before a sharp drop occurs.",1787
eedi_1208,,Interpret sloping linear sections of a temperature-time graph,,Real Life Graphs,B,The graph below depicts the temperature changes throughout the day. What does the downward sloping section represent? ![A temperature-time graph where the temperature line peaks at midday and then shows a decline towards the evening.](),The temperature is increasing,The sun is setting,It is raining,The air conditioning is broken,,,,,gpt-4o-mini,Believes that a downward slope indicates temperature is increasing instead of decreasing.,,Assumes that the temperature decline is directly due to rain rather than other factors.,Thinks that a decrease in temperature always signifies an equipment failure is the cause.,1208
eedi_297,,Use common conventions for labelling the sides of shapes,,Properties of Triangles,B,"In a triangle labeled with vertices \( A \), \( B \), and \( C \), which of the following represents the side between vertices \( A \) and \( B \)?",\( AC \),\( AB \),\( BC \),\( A \),,,,,gpt-4o-mini,Confuses side notation with non-adjacent vertices,,Confuses the correct side between two vertices with a different side,Does not understand that a side is represented by the two endpoints,297
eedi_283,,"Given two points, calculate the slope where the slope is a positive integer",,Gradient as change in y over change in x,B,"What is the slope of the line that passes through the points (1, 2) and (3, 6)?",\( 2 \),\( 3 \),\( 4 \),\( 1 \),,,,,gpt-4o-mini,Misunderstands that the slope is calculated as rise over run and assumes incorrect values for the changes in y and x,Correctly calculates change in y but believes change in x is larger than it is,Overestimates the slope by miscalculating the rise over run,"Thinks the change in y and x are equal, leading to an incorrect slope of 1",283
eedi_1234,,Rotate an object or point 90° counterclockwise about a point,,Rotation,D,"![A pair of axes: x-axis is from -4 to 3; y-axis is from -3 to 3. A triangle, labelled ""Q"", is formed by connecting the points (0, 0), (2, 2), and (0, 2). The point (2, 2) is marked with a red dot. Also, the following points are labelled with the following letters: E (1, 1); F (-2, -2); G (-1, -1); H (3, 3).]() Shape \( \mathrm{Q} \) is rotated \( 90^{\circ} \) counterclockwise around the origin.

Where will the red point be on the rotated shape?",E,F,G,H,,,,,gpt-4o-mini,Confuses clockwise and counterclockwise rotation,"Rotates incorrectly, thinking the point moves in the opposite direction",Reflects the point over an axis instead of performing the required rotation,,1234
eedi_1552,,Compare decimal numbers in scientific notation,,Scientific Notation,A,"Jake and Lucy are comparing decimal numbers in scientific notation.

Jake claims \( 4.5 \times 10^{3} < 1.2 \times 10^{4} \)

Lucy insists \( 4.5 \times 10^{-3} < 1.2 \times 10^{-4} \)

Who is correct?",Only Jake,Only Lucy,Both Jake and Lucy,Neither is correct,,,,,gpt-4o-mini,Jake may have miscalculated or misunderstood how to compare numbers with different powers of 10,"Lucy might think that since the decimals are less than 1, the comparison is straightforward without considering the negative exponents correctly",May incorrectly believe that both comparisons are valid without checking their accuracy,Could assume that neither of the comparisons makes sense without understanding scientific notation,1552
eedi_1546,,Find missing angles in a triangle,,Angles in Triangles,B,What is the value of the missing angle in this triangle? ![[not to scale]](),\( 30^{\circ} \),\( 50^{\circ} \),\( 20^{\circ} \),\( 100^{\circ} \),,,,,gpt-4o-mini,Assumes the triangle’s angles can sum to less than \( 180^{\circ} \),Assumes that one angle is larger than it really is without considering the triangle's angle sum property,Fails to account for the basic triangle angle sum theorem,Assumes an incorrect calculation of the remaining angles leading to an invalid sum,1546
eedi_1220,,Work out the equation of a line when given a positive gradient and a point on the line,,Finding the Equation of a Line,C,"A line has a gradient of \( 3 \) and passes through the point \( (2,5) \). What is its equation?",\( y=3x+3 \),\( y=3x+5 \),\( y=3x+6 \),\( y=5x+3 \),,,,,gpt-4o-mini,"Believes the y-intercept is calculated incorrectly, using the point's coordinates without substituting into the line equation.","Believes c, in y=mx+c, is simply the y-value of the point provided, ignoring the need to calculate based on the line's gradient from the point.",Confuses the calculation of the y-intercept by adding the gradient times the x-value of the point instead of solving for c correctly.,"Assumes that changing the gradient from 3 to 5 requires a different slope entirely, incorrectly applying the y-value to the equation.",1220
eedi_532,,Can calculate missing coordinates in a geometric shape,,Naming Co-ordinates in 2D,A,"Here are \( 3 \) corners of a triangle: 
\((1,2),(4,5),(1,5),\)

What are the coordinates of the \( 4^{\text {th }} \) vertex?","\( (4,2) \)","\( (1,1) \)","\( (3,3) \)","\( (2,5) \)",,,,,gpt-4o-mini,Believes that the triangle must have one right angle and therefore doesn't understand the arrangement of vertices.,"Believes that the triangle’s height must be aligned with the vertex's y-coordinates, thereby misplacing the vertex.",,"Believes that triangles can only have horizontal or vertical sides, incorrectly placing the vertex.",532
eedi_254,,Calculate the mean as an average from a list of data,,"Averages (mean, median, mode) from a List of Data",A,"What is the correct formula to calculate the mean of the following numbers?
\[
2, 5, 8, 10
\]",\( \frac{2+5+8+10}{4} \),\( 2 + 5 + 8 + 10 \div 4 \),\( \frac{2+5+8+10+0}{5} \),None of them,,,,,gpt-4o-mini,,Incorrectly applies order of operations by performing the division after addition,Incorrectly counts an extra zero in the data set and divides by an incorrect total,Lacks understanding of how to compute an average,254
eedi_240,,"Given the area of a trapezoid, calculate a missing dimension",,Area of Simple Shapes,A,"The area of this trapezoid is \( 50 \mathrm{~cm}^{2} \).

What is the length of \( b \) ? ![A trapezoid with the parallel sides labelled with 5cm and \( b \) and the height labelled with 10cm]()",\( 10 \mathrm{~cm} \),\( 7 \mathrm{~cm} \),\( 5 \mathrm{~cm} \),\( 15 \mathrm{~cm} \),,,,,gpt-4o-mini,,"Fails to apply the correct area formula for trapezoids, resulting in incorrect dimension.",Assumes both bases are equal without considering the area condition.,Overestimates the base length by miscalculating how area relates to dimensions.,240
eedi_526,,Interpret continuous data using a line graph,,Time Series and Line Graphs,B,"How many months have an average temperature above 20⁰C ? ![A line graph with title ""Monthly Average temperatures for Zakynthos, Greece. (⁰C)"". 
The x-axis is labelled with the first letter of every month of the year and is titled ""months"". 
The y-axis is titled ""Average temperature (⁰C)"" and the scale is labelled from 18 to 34 in steps of 2. The following points are plotted and joined together: (J, 18), (F, 20), (M, 21), (A, 22), (M, 23), (J, 25), (J, 29), (A, 32), (S, 27), (O, 22), (N, 20), (D, 18).]()",\( 5 \),\( 6 \),\( 4 \),\( 7 \),,,,,gpt-4o-mini,Counts the months that are equal to the threshold rather than above it,"Includes months that are equal to the threshold, misunderstanding the requirement for values strictly above","Counts only the months that are above the threshold, but misses some months","Counts all months including the threshold and above, misinterpreting the instruction",526
eedi_268,,Follow simple directions to translate a shape or object using words not vectors,,Translation and Vectors,D,"If you translate the triangle \( 3 \) squares up and \( 1 \) square right, which letter do you land on? ![A set of axes: x-axis from 0 to 8, y-axis from 0 to 8. A red triangle is at point (3, 3). Point E is at (4, 6), Point F is at (6, 4), Point G is at (2, 5), Point H is at (4, 4).]()",E,F,G,H,,,,,gpt-4o-mini,Confuses the direction of up and down,Misplaces the starting point of the triangle before applying the translation,Incorrectly adds the values instead of applying the translate process logically,Miscalculates the total movement along the axes,268
eedi_1591,,Calculate the volume of rectangular prisms when the dimensions are given in the same units,,Volume of Prisms,C,"What is the volume of the prism? ![A rectangular prism with a length of 5 cm, a width of 3 cm, and a height of 4 cm.]()",\( 60 \mathrm{~cm}^{3} \),\( 12 \mathrm{~cm}^{3} \),\( 15 \mathrm{~cm}^{3} \),\( 20 \mathrm{~cm}^{3} \),,,,,gpt-4o-mini,"Incorrectly multiplies incorrect dimensions instead of the correct length, width, and height",Calculates the area of the base only instead of the volume,Correctly calculates the volume as \( 5 \times 3 \times 4 = 60 \mathrm{~cm}^3 \),Incorrectly subtracts dimensions instead of multiplying them to find the volume,1591
eedi_1585,,Write numbers between 0 and 1 in standard form,,Standard Form,B,"Write the following number in standard form:
\[
0.00032
\]",\( 3.2 \times 10^{3} \),\( 3.2 \times 10^{-4} \),\( 32 \times 10^{-5} \),\( 0.32 \times 10^{-2} \),,,,,gpt-4o-mini,Misunderstands the placement of the decimal point when converting to standard form,Correctly converts but misplaces the exponent,Incorrectly represents the original number by changing its magnitude,Thinks the leading number can be less than one in standard form as long as it's multiplied by a negative exponent,1585
eedi_485,,Calculate the sum of squares of two numbers,,"Squares, Cubes, etc",B,What is the result of \( 7^{2} + 3^{2} \)?,\( 58 \),\( 50 \),\( 44 \),\( 40 \),,,,,gpt-4o-mini,"Incorrectly adds the squares together without calculating them properly (7 squared is 49, and 3 squared is 9).",Confuses the process of multiplication with addition; mistakenly calculates \( 7 \times 3 \) instead of squaring each number.,Incorrectly thinks that subtracting the sum of the numbers squared gives the final answer.,"Miscalculates the squares, possibly squaring one number and misinterpreting the sum with incorrect arithmetic.",485
eedi_491,,Multiply proper fractions in the form: Fraction × Integer,,Multiplying Fractions,B,\( 9 \times \frac{2}{3} = 9 \div ? \),\( \frac{3}{2} \),\( 6 \),\( \frac{2}{3} \),\( 4.5 \),,,,,gpt-4o-mini,"Thinks that when dividing by a fraction, they can take the reciprocal without applying it correctly to find the corresponding integer.",Incorrectly believes that multiplying an integer and a fraction results in another integer directly without recognizing the proper division.,Incorrectly assumes that the answer remains a fraction and does not correspond to the integer value needed for division.,"Miscalculates the required integer, confused while trying to convert fractions and decimals without proper calculations.",491
eedi_1368,,"Given a y value, find the corresponding x value from a non-linear graph",,Quadratic Graphs-Others,A,"What is the value of \( x \) when \( y=0 \) ?

Give your answer(s) to \( 1 \) decimal place ![A parabolic graph opening upwards. The graph intersects the x-axis at (-3, 0), (1, 0) and goes through the point (0, -3).]()",\( \begin{array}{c} x=-3 \\ \text{ and } x=1 \end{array} \),\( x=0 \),\( \begin{array}{c} x=0 \\ \text{ and } x=3 \end{array} \),\( x=1.5 \),,,,,gpt-4o-mini,Correctly identifies both x-intercepts but does not represent them as a single answer choice.,Incorrectly assumes that \( y=0 \) corresponds to \( x=0 \) without checking the graph.,"Misreads the graph, thinking there are x-intercepts at positive x-values without validating against the graph.",Wrongly selects a value that does not correspond to any x-intercept where \( y=0 \).,1368
